חודש חישוב,חודש תחולה,חשבות,סמל מוטב,שם מוטב,קוד נושא,תאור נושא,סך הכל מגיע,שולם,הפרש לתשלום,יתרת חוב,יתרת ביצוע החודש,הערות
3/2026,03/2026,מטה,10406544,עירית כפר קרע,107,מזכירים,14557.83,0,14557.83,0,14557.83
3/2026,03/2026,מטה,10406544,עירית כפר קרע,109,מזכירים-חוות ומרכזים,2772.92,0,2772.92,0,2772.92
3/2026,03/2026,מטה,10406544,עירית כפר קרע,140,הסעות ח.מיוחד חיפה,17993.57,0,17993.57,0,17993.57
3/2026,03/2026,מטה,10406544,עירית כפר קרע,140,הסעות ח.מיוחד חיפה,214000,0,214000,0,214000,מקדמה
3/2026,12/2025,מטה,10406544,עירית כפר קרע,160,הזנת יוח"א,58095.63,57528.17,567.46,0,567.46
3/2026,11/2025,מטה,10406544,עירית כפר קרע,160,הזנת יוח"א,71765.18,71064.2,700.98,0,700.98
3/2026,10/2025,מטה,10406544,עירית כפר קרע,160,הזנת יוח"א,74686.91,73952.55,734.36,0,734.36
3/2026,09/2025,מטה,10406544,עירית כפר קרע,160,הזנת יוח"א,71292.05,70591.07,700.98,0,700.98
3/2026,03/2026,מטה,10406544,עירית כפר קרע,160,הזנת יוח"א,71765.18,0,71765.18,0,71765.18
3/2026,02/2026,מטה,10406544,עירית כפר קרע,160,הזנת יוח"א,68347.79,67680.19,667.6,0,667.6
3/2026,01/2026,מטה,10406544,עירית כפר קרע,160,הזנת יוח"א,47843.46,47376.14,467.32,0,467.32
3/2026,03/2026,מטה,10406544,עירית כפר קרע,170,סיעות כית.ב"ס חריגות,38204.95,0,38204.95,0,38204.95
3/2026,03/2026,מטה,10406544,עירית כפר קרע,171,סייעות כיתתיות,362521.35,0,362521.35,0,362521.35
3/2026,03/2026,מטה,10406544,עירית כפר קרע,172,שרותי היקף - ח.מיוחד,11814,0,11814,0,11814
3/2026,03/2026,מטה,10406544,עירית כפר קרע,173,גמול בגרות אחוזי,30753.91,0,30753.91,0,30753.91
3/2026,02/2026,מטה,10406544,עירית כפר קרע,173,גמול בגרות אחוזי,30753.91,30679.82,74.09,0,74.09
3/2026,12/2025,מטה,10406544,עירית כפר קרע,177,גמול טיולים -חוץ בית,20101.85,20105.69,-3.84,0,-3.84
3/2026,11/2025,מטה,10406544,עירית כפר קרע,177,גמול טיולים -חוץ בית,20101.85,20105.69,-3.84,0,-3.84
3/2026,10/2025,מטה,10406544,עירית כפר קרע,177,גמול טיולים -חוץ בית,20101.85,20105.69,-3.84,0,-3.84
3/2026,09/2025,מטה,10406544,עירית כפר קרע,177,גמול טיולים -חוץ בית,19694.54,19695.82,-1.28,0,-1.28
3/2026,03/2026,מטה,10406544,עירית כפר קרע,177,גמול טיולים -חוץ בית,20261.17,0,20261.17,0,20261.17
3/2026,02/2026,מטה,10406544,עירית כפר קרע,177,גמול טיולים -חוץ בית,20261.17,20214.45,46.72,0,46.72
3/2026,01/2026,מטה,10406544,עירית כפר קרע,177,גמול טיולים -חוץ בית,20210.52,20214.45,-3.93,0,-3.93
3/2026,12/2025,מטה,10406544,עירית כפר קרע,214,סל תל' לחט"ב,246392.22,246154.65,237.57,0,237.57
3/2026,11/2025,מטה,10406544,עירית כפר קרע,214,סל תל' לחט"ב,247857.24,247619.67,237.57,0,237.57
3/2026,10/2025,מטה,10406544,עירית כפר קרע,214,סל תל' לחט"ב,268644.22,268386.72,257.5,0,257.5
3/2026,09/2025,מטה,10406544,עירית כפר קרע,214,סל תל' לחט"ב,247849.32,247611.75,237.57,0,237.57
3/2026,03/2026,מטה,10406544,עירית כפר קרע,214,סל תל' לחט"ב,249711.16,0,249711.16,0,249711.16
3/2026,02/2026,מטה,10406544,עירית כפר קרע,214,סל תל' לחט"ב,249952.16,249711.16,241,0,241
3/2026,01/2026,מטה,10406544,עירית כפר קרע,214,סל תל' לחט"ב,249952.16,249711.16,241,0,241
3/2026,03/2026,מטה,10406544,עירית כפר קרע,242,מועדוניות ברשויות,14642.39,0,14642.39,0,14642.39
3/2026,03/2026,מטה,10406544,עירית כפר קרע,316,חינוך תעבורתי,5175.5,0,5175.5,0,5175.5
3/2026,03/2026,מטה,10406544,עירית כפר קרע,338,מוביל ב"ס מניעת סמים,422.19,0,422.19,0,422.19
3/2026,03/2026,מטה,10406544,עירית כפר קרע,345,חוק שילוב - סייעות,346591.23,0,346591.23,0,346591.23
3/2026,02/2026,מטה,10406544,עירית כפר קרע,345,חוק שילוב - סייעות,349270,333403.46,15866.54,0,15866.54
3/2026,01/2026,מטה,10406544,עירית כפר קרע,345,חוק שילוב - סייעות,344530.64,333403.46,11127.18,0,11127.18
3/2026,03/2026,מטה,10406544,עירית כפר קרע,361,סייעות על יסודי,18532.08,0,18532.08,0,18532.08
3/2026,03/2026,מטה,10406544,עירית כפר קרע,388,ש.בודדת חופש חנמ חטע,9299.4,0,9299.4,0,9299.4
3/2026,03/2026,מטה,10406544,עירית כפר קרע,389,חופש אחה"צ חטע אוטיס,3206.94,0,3206.94,0,3206.94
3/2026,03/2026,מטה,10406544,עירית כפר קרע,401,ה.נלוות-ח"מ-גני-ערבי,8585,0,8585,0,8585
3/2026,11/2025,מטה,10406544,עירית כפר קרע,402,העשרה חנ"מ-גנ"י-ערבי,5301.6,5076,225.6,0,225.6
3/2026,03/2026,מטה,10406544,עירית כפר קרע,402,העשרה חנ"מ-גנ"י-ערבי,4418,0,4418,0,4418
3/2026,03/2026,מטה,10406544,עירית כפר קרע,403,ה.נלוות ח.מיוחד-ערבי,21375,0,21375,0,21375
3/2026,03/2026,מטה,10406544,עירית כפר קרע,404,העשרה ח.מיוחד-ערבי,11430.4,0,11430.4,0,11430.4
3/2026,12/2025,מטה,10406544,עירית כפר קרע,446,מוחזקות חדש -פריראלי,80986.18,80921.21,64.97,0,64.97
3/2026,11/2025,מטה,10406544,עירית כפר קרע,446,מוחזקות חדש -פריראלי,80986.18,80921.21,64.97,0,64.97
3/2026,10/2025,מטה,10406544,עירית כפר קרע,446,מוחזקות חדש -פריראלי,82157.51,82092.62,64.89,0,64.89
3/2026,09/2025,מטה,10406544,עירית כפר קרע,446,מוחזקות חדש -פריראלי,79516.84,79434.58,82.26,0,82.26
3/2026,03/2026,מטה,10406544,עירית כפר קרע,446,מוחזקות חדש -פריראלי,82918.28,0,82918.28,0,82918.28
3/2026,02/2026,מטה,10406544,עירית כפר קרע,446,מוחזקות חדש -פריראלי,82918.28,82648.61,269.67,0,269.67
3/2026,01/2026,מטה,10406544,עירית כפר קרע,446,מוחזקות חדש -פריראלי,82715,82648.61,66.39,0,66.39
3/2026,03/2026,מטה,10406544,עירית כפר קרע,456,שעות שילוב חט"ע,67904.73,0,67904.73,0,67904.73
3/2026,03/2026,מטה,10406544,עירית כפר קרע,502,סייעות רפואיות,125691.47,0,125691.47,0,125691.47
3/2026,03/2026,מטה,10406544,עירית כפר קרע,504,עתודה מדעית טכנלוגית,8853.26,0,8853.26,0,8853.26
3/2026,03/2026,מטה,10406544,עירית כפר קרע,553,מילוי מקום - מוסדות,5667.73,0,5667.73,0,5667.73
3/2026,02/2026,מטה,10406544,עירית כפר קרע,553,מילוי מקום - מוסדות,5667.73,5650.66,17.07,0,17.07
3/2026,12/2025,מטה,10406544,עירית כפר קרע,556,ש.פרטניות-עוז לתמורה,102799.2,102703,96.2,0,96.2
3/2026,11/2025,מטה,10406544,עירית כפר קרע,556,ש.פרטניות-עוז לתמורה,102799.2,102703,96.2,0,96.2
3/2026,10/2025,מטה,10406544,עירית כפר קרע,556,ש.פרטניות-עוז לתמורה,102799.2,102703,96.2,0,96.2
3/2026,09/2025,מטה,10406544,עירית כפר קרע,556,ש.פרטניות-עוז לתמורה,100933.91,100810.99,122.92,0,122.92
3/2026,03/2026,מטה,10406544,עירית כפר קרע,556,ש.פרטניות-עוז לתמורה,105482.93,0,105482.93,0,105482.93
3/2026,02/2026,מטה,10406544,עירית כפר קרע,556,ש.פרטניות-עוז לתמורה,105482.93,105121.88,361.05,0,361.05
3/2026,01/2026,מטה,10406544,עירית כפר קרע,556,ש.פרטניות-עוז לתמורה,105220.35,105121.88,98.47,0,98.47
3/2026,12/2025,מטה,10406544,עירית כפר קרע,557,ש.תומכות -עוז לתמורה,342667.58,342341.55,326.03,0,326.03
3/2026,11/2025,מטה,10406544,עירית כפר קרע,557,ש.תומכות -עוז לתמורה,342667.58,342341.55,326.03,0,326.03
