חודש חישוב,שם מוטב,סמל מוטב,סמל מוסד,שם מוסד,חודש תחולה,קוד נושא,נושא,סוג תשלום,סוג תנוע,תאריך העברת חשבון,סכום מחושב,סיבת תשלום
3/2026,עירית כפר קרע,10406544,000000,,03/2026,140,הסעות ח.מיוחד חיפה,מקדמת מערכת,03,00000000,214000
3/2026,עירית כפר קרע,10406544,000000,,03/2026,631,תכנית ניצנים - גנ"י,מקדמת מערכת,03,00000000,105807
