חודש חישוב,חודש תחולה,סמל מוטב,שם מוטב,סמל מוסד,שם מוסד,קוד נושא,סוג נגררת,נושא,סטטוס,ותק מוסד,מספר יחידות,אחוז,עלות,סכום מחושב,סכום מחושב קודם,הפרש מחושב,תאור יחידה,אחוז משרה ללא אופק,אחוז משרה אופק,דרגת אופק,שעות אופק,ותק אופק חדש
3/2026,03/2025,10406544,עירית כפר קרע,108415,גן א',631,15,תכנית ניצנים - גנ"י,פעיל,00,8,100,305,2440,2440,0,גן
3/2026,12/2024,10406544,עירית כפר קרע,176172,אלעדאס,631,15,תכנית ניצנים - גנ"י,פעיל,00,12,100,305,3660,3660,0,גן
3/2026,01/2025,10406544,עירית כפר קרע,176172,אלעדאס,631,15,תכנית ניצנים - גנ"י,פעיל,00,12,100,305,3660,3660,0,גן
3/2026,11/2024,10406544,עירית כפר קרע,185660,גן ה',631,15,תכנית ניצנים - גנ"י,פעיל,00,11,100,305,3355,3355,0,גן
3/2026,12/2024,10406544,עירית כפר קרע,185660,גן ה',631,15,תכנית ניצנים - גנ"י,פעיל,00,11,100,305,3355,3355,0,גן
3/2026,02/2025,10406544,עירית כפר קרע,185660,גן ה',631,15,תכנית ניצנים - גנ"י,פעיל,00,11,100,305,3355,3355,0,גן
3/2026,09/2024,10406544,עירית כפר קרע,199612,גן ו',631,15,תכנית ניצנים - גנ"י,פעיל,00,4.5,100,305,1372.5,1372.5,0,גן
3/2026,06/2025,10406544,עירית כפר קרע,199620,גן ז',631,15,תכנית ניצנים - גנ"י,פעיל,00,9.61,100,305,2931.05,2931.05,0,גן
3/2026,11/2024,10406544,עירית כפר קרע,235515,גן ב' (אלערק),631,15,תכנית ניצנים - גנ"י,פעיל,00,7,100,305,2135,2135,0,גן
3/2026,06/2025,10406544,עירית כפר קרע,235515,גן ב' (אלערק),631,15,תכנית ניצנים - גנ"י,פעיל,00,3.96,100,305,1207.8,1207.8,0,גן
3/2026,01/2025,10406544,עירית כפר קרע,433458,רואד אלמערפה,631,15,תכנית ניצנים - גנ"י,פעיל,00,27,100,305,8235,8235,0,גן
3/2026,12/2024,10406544,עירית כפר קרע,433466,פורסאן אלמערפה,631,15,תכנית ניצנים - גנ"י,פעיל,00,28,100,305,8540,8540,0,גן
3/2026,10/2024,10406544,עירית כפר קרע,433458,רואד אלמערפה,631,15,תכנית ניצנים - גנ"י,פעיל,00,27,100,305,8235,8235,0,גן
3/2026,11/2024,10406544,עירית כפר קרע,433458,רואד אלמערפה,631,15,תכנית ניצנים - גנ"י,פעיל,00,27,100,305,8235,8235,0,גן
3/2026,12/2024,10406544,עירית כפר קרע,425769,ילדינו המחוננים,631,15,תכנית ניצנים - גנ"י,פעיל,00,30,100,305,9150,9150,0,גן
3/2026,04/2025,10406544,עירית כפר קרע,435297,ממלכת הילדים 2,631,15,תכנית ניצנים - גנ"י,פעיל,00,29,100,305,8845,8845,0,גן
3/2026,01/2025,10406544,עירית כפר קרע,435222,ממלכת הילדים 1,631,15,תכנית ניצנים - גנ"י,פעיל,00,28,100,305,8540,8540,0,גן
3/2026,05/2025,10406544,עירית כפר קרע,435222,ממלכת הילדים 1,631,15,תכנית ניצנים - גנ"י,פעיל,00,28,100,305,8540,8540,0,גן
3/2026,10/2024,10406544,עירית כפר קרע,451336,אלחנאן א',631,15,תכנית ניצנים - גנ"י,פעיל,00,17,100,305,5185,5185,0,גן
3/2026,12/2024,10406544,עירית כפר קרע,451351,אלאימאן,631,15,תכנית ניצנים - גנ"י,פעיל,00,13,100,305,3965,3965,0,גן
3/2026,06/2025,10406544,עירית כפר קרע,451351,אלאימאן,631,15,תכנית ניצנים - גנ"י,פעיל,00,7.35,100,305,2241.75,2241.75,0,גן
3/2026,03/2025,10406544,עירית כפר קרע,451369,אלופאא,631,15,תכנית ניצנים - גנ"י,פעיל,00,13,100,305,3965,3965,0,גן
3/2026,10/2024,10406544,עירית כפר קרע,451393,אלריאן,631,15,תכנית ניצנים - גנ"י,פעיל,00,29,100,305,8845,8845,0,גן
3/2026,02/2025,10406544,עירית כפר קרע,451393,אלריאן,631,15,תכנית ניצנים - גנ"י,פעיל,00,29,100,305,8845,8845,0,גן
3/2026,04/2025,10406544,עירית כפר קרע,451393,אלריאן,631,15,תכנית ניצנים - גנ"י,פעיל,00,29,100,305,8845,8845,0,גן
3/2026,12/2024,10406544,עירית כפר קרע,451401,אלפיחאא,631,15,תכנית ניצנים - גנ"י,פעיל,00,26,100,305,7930,7930,0,גן
3/2026,09/2024,10406544,עירית כפר קרע,451419,אלאמל א',631,15,תכנית ניצנים - גנ"י,פעיל,00,13.5,100,305,4117.5,4117.5,0,גן
3/2026,01/2025,10406544,עירית כפר קרע,451419,אלאמל א',631,15,תכנית ניצנים - גנ"י,פעיל,00,27,100,305,8235,8235,0,גן
3/2026,06/2025,10406544,עירית כפר קרע,451419,אלאמל א',631,15,תכנית ניצנים - גנ"י,פעיל,00,15.26,100,305,4654.3,4654.3,0,גן
3/2026,10/2024,10406544,עירית כפר קרע,467613,בית אל הנא,631,15,תכנית ניצנים - גנ"י,פעיל,00,28,100,305,8540,8540,0,גן
3/2026,11/2024,10406544,עירית כפר קרע,474692,אזהאר אלמערפה,631,15,תכנית ניצנים - גנ"י,פעיל,00,29,100,305,8845,8845,0,גן
3/2026,05/2025,10406544,עירית כפר קרע,474692,אזהאר אלמערפה,631,15,תכנית ניצנים - גנ"י,פעיל,00,29,100,305,8845,8845,0,גן
3/2026,06/2025,10406544,עירית כפר קרע,474692,אזהאר אלמערפה,631,15,תכנית ניצנים - גנ"י,פעיל,00,16.39,100,305,4998.95,4998.95,0,גן
3/2026,11/2024,10406544,עירית כפר קרע,642926,אלריאחין,631,15,תכנית ניצנים - גנ"י,פעיל,00,30,100,305,9150,9150,0,גן
3/2026,12/2024,10406544,עירית כפר קרע,675389,גן אלנהדה 4 שנים,631,15,תכנית ניצנים - גנ"י,פעיל,00,31,100,305,9455,9455,0,גן
3/2026,10/2024,10406544,עירית כפר קרע,764043,אלמודיד,631,15,תכנית ניצנים - גנ"י,פעיל,00,9,100,305,2745,2745,0,גן
3/2026,11/2024,10406544,עירית כפר קרע,764043,אלמודיד,631,15,תכנית ניצנים - גנ"י,פעיל,00,9,100,305,2745,2745,0,גן
3/2026,12/2024,10406544,עירית כפר קרע,764043,אלמודיד,631,15,תכנית ניצנים - גנ"י,פעיל,00,9,100,305,2745,2745,0,גן
3/2026,02/2025,10406544,עירית כפר קרע,764043,אלמודיד,631,15,תכנית ניצנים - גנ"י,פעיל,00,9,100,305,2745,2745,0,גן
3/2026,04/2025,10406544,עירית כפר קרע,764043,אלמודיד,631,15,תכנית ניצנים - גנ"י,פעיל,00,9,100,305,2745,2745,0,גן
3/2026,05/2025,10406544,עירית כפר קרע,764043,אלמודיד,631,15,תכנית ניצנים - גנ"י,פעיל,00,9,100,305,2745,2745,0,גן
3/2026,09/2025,10406544,עירית כפר קרע,108415,גן א',631,15,תכנית ניצנים - גנ"י,פעיל,00,7.5,80,305,1830,1830,0,גן
3/2026,11/2025,10406544,עירית כפר קרע,108415,גן א',631,15,תכנית ניצנים - גנ"י,פעיל,00,17,80,305,4148,4148,0,גן
3/2026,10/2025,10406544,עירית כפר קרע,108431,גן ב',631,15,תכנית ניצנים - גנ"י,פעיל,00,9,80,305,2196,2196,0,גן
3/2026,11/2025,10406544,עירית כפר קרע,108456,גן א',631,15,תכנית ניצנים - גנ"י,פעיל,00,29,80,305,7076,7076,0,גן
3/2026,12/2025,10406544,עירית כפר קרע,108498,גן ג',631,15,תכנית ניצנים - גנ"י,פעיל,00,15,80,305,3660,3660,0,גן
3/2026,01/2026,10406544,עירית כפר קרע,185660,גן ה',631,15,תכנית ניצנים - גנ"י,פעיל,00,6.62,80,305,1615.28,1615.28,0,גן
3/2026,01/2026,10406544,עירית כפר קרע,199612,גן ו',631,15,תכנית ניצנים - גנ"י,פעיל,00,8.51,80,305,2076.44,2076.44,0,גן
3/2026,11/2025,10406544,עירית כפר קרע,199620,גן ז',631,15,תכנית ניצנים - גנ"י,פעיל,00,10,80,305,2440,2440,0,גן
3/2026,09/2025,10406544,עירית כפר קרע,199638,גן ח',631,15,תכנית ניצנים - גנ"י,פעיל,00,6.5,80,305,1586,1586,0,גן
3/2026,11/2025,10406544,עירית כפר קרע,433458,רואד אלמערפה,631,15,תכנית ניצנים - גנ"י,פעיל,00,23,80,305,5612,5612,0,גן
3/2026,12/2025,10406544,עירית כפר קרע,451336,אלחנאן א',631,15,תכנית ניצנים - גנ"י,פעיל,00,18,80,305,4392,4392,0,גן
3/2026,12/2025,10406544,עירית כפר קרע,451351,אלאימאן,631,15,תכנית ניצנים - גנ"י,פעיל,00,30,80,305,7320,7320,0,גן
3/2026,01/2026,10406544,עירית כפר קרע,451351,אלאימאן,631,15,תכנית ניצנים - גנ"י,פעיל,00,28.37,80,305,6922.28,6922.28,0,גן
3/2026,09/2025,10406544,עירית כפר קרע,460923,גן הורדים,631,15,תכנית ניצנים - גנ"י,פעיל,00,17.5,80,305,4270,4270,0,גן
3/2026,12/2025,10406544,עירית כפר קרע,451393,אלריאן,631,15,תכנית ניצנים - גנ"י,פעיל,00,0,80,305,0,0,0,גן
3/2026,02/2026,10406544,עירית כפר קרע,435198,ממלכת הילדים 3,631,15,תכנית ניצנים - גנ"י,פעיל,00,30,80,305,7320,7320,0,גן
3/2026,12/2025,10406544,עירית כפר קרע,435297,ממלכת הילדים 2,631,15,תכנית ניצנים - גנ"י,פעיל,00,25,80,305,6100,6100,0,גן
3/2026,02/2026,10406544,עירית כפר קרע,474692,אזהאר אלמערפה,631,15,תכנית ניצנים - גנ"י,פעיל,00,25,80,305,6100,6100,0,גן
3/2026,02/2026,10406544,עירית כפר קרע,467613,בית אל הנא,631,15,תכנית ניצנים - גנ"י,פעיל,00,30,80,305,7320,7320,0,גן
3/2026,12/2025,10406544,עירית כפר קרע,642926,אלריאחין,631,15,תכנית ניצנים - גנ"י,פעיל,00,27,80,305,6588,6588,0,גן
3/2026,02/2026,10406544,עירית כפר קרע,642926,אלריאחין,631,15,תכנית ניצנים - גנ"י,פעיל,00,27,80,305,6588,6588,0,גן
3/2026,10/2024,10406544,עירית כפר קרע,764043,אלמודיד,631,16,תכנית ניצנים - גנ"י,פעיל,00,9,100,551,4959,4959,0,מיוחד רשמי
3/2026,11/2024,10406544,עירית כפר קרע,764043,אלמודיד,631,16,תכנית ניצנים - גנ"י,פעיל,00,9,100,551,4959,4959,0,מיוחד רשמי
3/2026,02/2025,10406544,עירית כפר קרע,764043,אלמודיד,631,16,תכנית ניצנים - גנ"י,פעיל,00,9,100,551,4959,4959,0,מיוחד רשמי
3/2026,12/2024,10406544,עירית כפר קרע,108456,גן א',631,55,תכנית ניצנים - גנ"י,פעיל,00,2.8,100,116,324.8,324.8,0,ס.לא דור ב-רגיל
3/2026,01/2025,10406544,עירית כפר קרע,108498,גן ג',631,55,תכנית ניצנים - גנ"י,פעיל,00,1.6,100,116,185.6,185.6,0,ס.לא דור ב-רגיל
3/2026,03/2025,10406544,עירית כפר קרע,108498,גן ג',631,55,תכנית ניצנים - גנ"י,פעיל,00,1.6,100,116,185.6,185.6,0,ס.לא דור ב-רגיל
3/2026,03/2025,10406544,עירית כפר קרע,176172,אלעדאס,631,55,תכנית ניצנים - גנ"י,פעיל,00,1.2,100,116,139.2,139.2,0,ס.לא דור ב-רגיל
3/2026,12/2024,10406544,עירית כפר קרע,185660,גן ה',631,55,תכנית ניצנים - גנ"י,פעיל,00,1.1,100,116,127.6,127.6,0,ס.לא דור ב-רגיל
3/2026,02/2025,10406544,עירית כפר קרע,185660,גן ה',631,55,תכנית ניצנים - גנ"י,פעיל,00,1.1,100,116,127.6,127.6,0,ס.לא דור ב-רגיל
3/2026,09/2024,10406544,עירית כפר קרע,199620,גן ז',631,55,תכנית ניצנים - גנ"י,פעיל,00,0.85,100,116,98.6,98.6,0,ס.לא דור ב-רגיל
3/2026,12/2024,10406544,עירית כפר קרע,199620,גן ז',631,55,תכנית ניצנים - גנ"י,פעיל,00,1.7,100,116,197.2,197.2,0,ס.לא דור ב-רגיל
3/2026,03/2025,10406544,עירית כפר קרע,199620,גן ז',631,55,תכנית ניצנים - גנ"י,פעיל,00,1.7,100,116,197.2,197.2,0,ס.לא דור ב-רגיל
3/2026,01/2025,10406544,עירית כפר קרע,199638,גן ח',631,55,תכנית ניצנים - גנ"י,פעיל,00,1.5,100,116,174,174,0,ס.לא דור ב-רגיל
3/2026,04/2025,10406544,עירית כפר קרע,199638,גן ח',631,55,תכנית ניצנים - גנ"י,פעיל,00,1.5,100,116,174,174,0,ס.לא דור ב-רגיל
3/2026,11/2024,10406544,עירית כפר קרע,235515,גן ב' (אלערק),631,55,תכנית ניצנים - גנ"י,פעיל,00,0.7,100,116,81.2,81.2,0,ס.לא דור ב-רגיל
3/2026,04/2025,10406544,עירית כפר קרע,235515,גן ב' (אלערק),631,55,תכנית ניצנים - גנ"י,פעיל,00,0.7,100,116,81.2,81.2,0,ס.לא דור ב-רגיל
