חודש חישוב,סמל מוטב,שם מוטב,סמל מוסד,שם מוסד,סכום מחושב,סכום מחושב קודם,הפרש
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,13345750.45,11472973.22,1872777.23
